label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
01 May-07 May,01-05-2021,07-05-2021,710,36,Alipurduar District,9031,687,3174,5170,427,8604
08 May-14 May,08-05-2021,14-05-2021,710,36,Alipurduar District,11060,1027,4289,5744,1115,9945
15 May-21 May,15-05-2021,21-05-2021,710,36,Alipurduar District,10770,5500,3930,1340,9558,1212
22 May-28 May,22-05-2021,28-05-2021,710,36,Alipurduar District,25011,18462,4995,1554,24713,298
29 May-04 Jun,29-05-2021,04-06-2021,710,36,Alipurduar District,25846,13936,6967,4943,25488,358
05 Jun-11 Jun,05-06-2021,11-06-2021,710,36,Alipurduar District,8995,455,4009,4531,8730,265
16 Jan-22 Jan,16-01-2021,22-01-2021,357,20,Alirajpur,686,540,132,14,686,0
23 Jan-29 Jan,23-01-2021,29-01-2021,357,20,Alirajpur,2269,1692,512,65,2269,0
30 Jan-05 Feb,30-01-2021,05-02-2021,357,20,Alirajpur,1675,1229,396,50,1675,0
06 Feb-12 Feb,06-02-2021,12-02-2021,357,20,Alirajpur,2165,1521,588,56,2165,0
13 Feb-19 Feb,13-02-2021,19-02-2021,357,20,Alirajpur,471,308,152,11,471,0
20 Feb-26 Feb,20-02-2021,26-02-2021,357,20,Alirajpur,2485,1893,532,60,52,2433
27 Feb-05 Mar,27-02-2021,05-03-2021,357,20,Alirajpur,1009,303,153,553,654,355
06 Mar-12 Mar,06-03-2021,12-03-2021,357,20,Alirajpur,1660,688,405,567,735,925
13 Mar-19 Mar,13-03-2021,19-03-2021,357,20,Alirajpur,2554,1087,704,763,1171,1383
20 Mar-26 Mar,20-03-2021,26-03-2021,357,20,Alirajpur,11322,596,4358,6368,10600,722
27 Mar-02 Apr,27-03-2021,02-04-2021,357,20,Alirajpur,5921,108,3460,2353,5633,288
03 Apr-09 Apr,03-04-2021,09-04-2021,357,20,Alirajpur,6311,47,4948,1316,6114,197
10 Apr-16 Apr,10-04-2021,16-04-2021,357,20,Alirajpur,14007,51,10100,3856,13364,643
17 Apr-23 Apr,17-04-2021,23-04-2021,357,20,Alirajpur,3216,64,2120,1032,2631,585
24 Apr-30 Apr,24-04-2021,30-04-2021,357,20,Alirajpur,740,28,394,318,222,518
01 May-07 May,01-05-2021,07-05-2021,357,20,Alirajpur,1384,268,742,374,592,792
08 May-14 May,08-05-2021,14-05-2021,357,20,Alirajpur,2718,868,1488,362,1141,1577
15 May-21 May,15-05-2021,21-05-2021,357,20,Alirajpur,2937,2504,331,102,2829,108
22 May-28 May,22-05-2021,28-05-2021,357,20,Alirajpur,6240,5966,220,54,6234,6
29 May-04 Jun,29-05-2021,04-06-2021,357,20,Alirajpur,5289,4782,428,79,4980,309
05 Jun-11 Jun,05-06-2021,11-06-2021,357,20,Alirajpur,1451,1295,125,31,1350,101
16 Jan-22 Jan,16-01-2021,22-01-2021,704,35,Almora,604,381,209,14,604,0
23 Jan-29 Jan,23-01-2021,29-01-2021,704,35,Almora,550,380,160,10,550,0
30 Jan-05 Feb,30-01-2021,05-02-2021,704,35,Almora,3396,2360,1001,35,3396,0
06 Feb-12 Feb,06-02-2021,12-02-2021,704,35,Almora,2123,1443,665,15,2123,0
13 Feb-19 Feb,13-02-2021,19-02-2021,704,35,Almora,842,539,290,13,391,451
20 Feb-26 Feb,20-02-2021,26-02-2021,704,35,Almora,576,403,169,4,167,409
27 Feb-05 Mar,27-02-2021,05-03-2021,704,35,Almora,4769,2269,1187,1313,2160,2609
06 Mar-12 Mar,06-03-2021,12-03-2021,704,35,Almora,7644,1415,1064,5165,5899,1745
13 Mar-19 Mar,13-03-2021,19-03-2021,704,35,Almora,11913,709,698,10506,11056,857
20 Mar-26 Mar,20-03-2021,26-03-2021,704,35,Almora,5860,215,312,5333,5629,231
27 Mar-02 Apr,27-03-2021,02-04-2021,704,35,Almora,9013,180,3752,5081,8190,823
03 Apr-09 Apr,03-04-2021,09-04-2021,704,35,Almora,29761,285,16955,12521,27198,2563
10 Apr-16 Apr,10-04-2021,16-04-2021,704,35,Almora,16613,204,7493,8916,11636,4977
17 Apr-23 Apr,17-04-2021,23-04-2021,704,35,Almora,20766,339,9616,10811,15274,5492
24 Apr-30 Apr,24-04-2021,30-04-2021,704,35,Almora,15717,591,7301,7825,10589,5128
01 May-07 May,01-05-2021,07-05-2021,704,35,Almora,15031,718,8089,6224,5413,9618
08 May-14 May,08-05-2021,14-05-2021,704,35,Almora,18703,6848,7019,4836,10393,8310
15 May-21 May,15-05-2021,21-05-2021,704,35,Almora,9421,7088,1645,688,8970,451
22 May-28 May,22-05-2021,28-05-2021,704,35,Almora,6304,3964,1551,789,6230,74
29 May-04 Jun,29-05-2021,04-06-2021,704,35,Almora,9712,1996,4876,2840,9258,454
05 Jun-11 Jun,05-06-2021,11-06-2021,704,35,Almora,2157,1128,613,416,2026,131
16 Jan-22 Jan,16-01-2021,22-01-2021,512,29,Alwar,2176,1508,634,34,2176,0
23 Jan-29 Jan,23-01-2021,29-01-2021,512,29,Alwar,18436,12731,5418,287,18436,0
30 Jan-05 Feb,30-01-2021,05-02-2021,512,29,Alwar,3330,2374,886,70,3330,0
06 Feb-12 Feb,06-02-2021,12-02-2021,512,29,Alwar,7826,5447,2346,33,7826,0
13 Feb-19 Feb,13-02-2021,19-02-2021,512,29,Alwar,8879,6236,2615,28,7908,971
20 Feb-26 Feb,20-02-2021,26-02-2021,512,29,Alwar,14008,9682,4112,214,1191,12817
27 Feb-05 Mar,27-02-2021,05-03-2021,512,29,Alwar,57346,3878,5619,47849,53312,4034
06 Mar-12 Mar,06-03-2021,12-03-2021,512,29,Alwar,50987,4632,5482,40873,45066,5921
13 Mar-19 Mar,13-03-2021,19-03-2021,512,29,Alwar,69097,6388,9656,53053,61189,7908
20 Mar-26 Mar,20-03-2021,26-03-2021,512,29,Alwar,70230,3231,13170,53829,67284,2946
27 Mar-02 Apr,27-03-2021,02-04-2021,512,29,Alwar,59470,1401,28810,29259,52851,6619
03 Apr-09 Apr,03-04-2021,09-04-2021,512,29,Alwar,164909,959,110206,53744,145420,19489
10 Apr-16 Apr,10-04-2021,16-04-2021,512,29,Alwar,53243,902,31981,20360,40990,12253
17 Apr-23 Apr,17-04-2021,23-04-2021,512,29,Alwar,91946,1521,48548,41877,58467,33479
24 Apr-30 Apr,24-04-2021,30-04-2021,512,29,Alwar,78336,2810,39076,36450,45489,32847
01 May-07 May,01-05-2021,07-05-2021,512,29,Alwar,75277,37305,24185,13787,52550,22727
08 May-14 May,08-05-2021,14-05-2021,512,29,Alwar,57481,26663,19462,11356,39743,17738
15 May-21 May,15-05-2021,21-05-2021,512,29,Alwar,46171,34016,9780,2375,44254,1917
22 May-28 May,22-05-2021,28-05-2021,512,29,Alwar,42609,26509,12904,3196,40397,2212
29 May-04 Jun,29-05-2021,04-06-2021,512,29,Alwar,48227,10478,28319,9430,40925,7302
05 Jun-11 Jun,05-06-2021,11-06-2021,512,29,Alwar,29457,485,21250,7722,24307,5150
16 Jan-22 Jan,16-01-2021,22-01-2021,193,12,Ambala,1910,1385,440,85,1910,0
23 Jan-29 Jan,23-01-2021,29-01-2021,193,12,Ambala,2878,1945,711,222,2878,0
30 Jan-05 Feb,30-01-2021,05-02-2021,193,12,Ambala,1308,825,249,234,1308,0
06 Feb-12 Feb,06-02-2021,12-02-2021,193,12,Ambala,3221,2148,980,93,3221,0
13 Feb-19 Feb,13-02-2021,19-02-2021,193,12,Ambala,1604,1142,390,72,546,1058
20 Feb-26 Feb,20-02-2021,26-02-2021,193,12,Ambala,2822,1820,763,239,821,2001
27 Feb-05 Mar,27-02-2021,05-03-2021,193,12,Ambala,2793,1147,617,1029,1870,923
06 Mar-12 Mar,06-03-2021,12-03-2021,193,12,Ambala,9027,2188,2350,4489,7319,1708
13 Mar-19 Mar,13-03-2021,19-03-2021,193,12,Ambala,37774,4928,13873,18973,36521,1253
20 Mar-26 Mar,20-03-2021,26-03-2021,193,12,Ambala,30547,4727,12796,13024,29494,1053
27 Mar-02 Apr,27-03-2021,02-04-2021,193,12,Ambala,44194,11764,17535,14895,43206,988
03 Apr-09 Apr,03-04-2021,09-04-2021,193,12,Ambala,32229,2063,18638,11528,30946,1283
10 Apr-16 Apr,10-04-2021,16-04-2021,193,12,Ambala,43071,3529,22048,17494,26703,16368
17 Apr-23 Apr,17-04-2021,23-04-2021,193,12,Ambala,29104,3019,13672,12413,10949,18155
24 Apr-30 Apr,24-04-2021,30-04-2021,193,12,Ambala,17326,2747,8425,6154,9464,7862
01 May-07 May,01-05-2021,07-05-2021,193,12,Ambala,31071,15427,9386,6258,18923,12148
08 May-14 May,08-05-2021,14-05-2021,193,12,Ambala,34669,14169,12398,8102,19655,15014
15 May-21 May,15-05-2021,21-05-2021,193,12,Ambala,25627,17933,4684,3010,22177,3450
22 May-28 May,22-05-2021,28-05-2021,193,12,Ambala,22504,16392,4149,1963,19161,3343
29 May-04 Jun,29-05-2021,04-06-2021,193,12,Ambala,26226,20530,3958,1738,24028,2198
05 Jun-11 Jun,05-06-2021,11-06-2021,193,12,Ambala,3653,2959,500,194,3506,147
16 Jan-22 Jan,16-01-2021,22-01-2021,625,34,Ambedkar Nagar,1159,795,353,11,1159,0
23 Jan-29 Jan,23-01-2021,29-01-2021,625,34,Ambedkar Nagar,4503,3042,1407,54,4503,0
30 Jan-05 Feb,30-01-2021,05-02-2021,625,34,Ambedkar Nagar,2398,1524,847,27,2398,0
06 Feb-12 Feb,06-02-2021,12-02-2021,625,34,Ambedkar Nagar,2108,1344,750,14,2108,0
13 Feb-19 Feb,13-02-2021,19-02-2021,625,34,Ambedkar Nagar,3825,2656,1143,26,2910,915
20 Feb-26 Feb,20-02-2021,26-02-2021,625,34,Ambedkar Nagar,4441,3029,1367,45,1030,3411
27 Feb-05 Mar,27-02-2021,05-03-2021,625,34,Ambedkar Nagar,3882,1401,1020,1461,2243,1639
06 Mar-12 Mar,06-03-2021,12-03-2021,625,34,Ambedkar Nagar,5141,524,1563,3054,4716,425
13 Mar-19 Mar,13-03-2021,19-03-2021,625,34,Ambedkar Nagar,10750,2707,3730,4313,7515,3235
20 Mar-26 Mar,20-03-2021,26-03-2021,625,34,Ambedkar Nagar,16517,1419,7032,8066,15567,950
27 Mar-02 Apr,27-03-2021,02-04-2021,625,34,Ambedkar Nagar,10783,627,5345,4811,10104,679
03 Apr-09 Apr,03-04-2021,09-04-2021,625,34,Ambedkar Nagar,17561,351,9668,7542,16088,1473
10 Apr-16 Apr,10-04-2021,16-04-2021,625,34,Ambedkar Nagar,12890,256,7376,5258,11211,1679
17 Apr-23 Apr,17-04-2021,23-04-2021,625,34,Ambedkar Nagar,7169,369,3722,3078,4759,2410
24 Apr-30 Apr,24-04-2021,30-04-2021,625,34,Ambedkar Nagar,4451,275,2390,1786,2696,1755
01 May-07 May,01-05-2021,07-05-2021,625,34,Ambedkar Nagar,8200,535,4644,3021,3515,4685
08 May-14 May,08-05-2021,14-05-2021,625,34,Ambedkar Nagar,10975,615,6578,3782,4882,6093
15 May-21 May,15-05-2021,21-05-2021,625,34,Ambedkar Nagar,6613,510,4267,1836,4658,1955
22 May-28 May,22-05-2021,28-05-2021,625,34,Ambedkar Nagar,4415,417,2852,1146,3590,825
29 May-04 Jun,29-05-2021,04-06-2021,625,34,Ambedkar Nagar,14749,4926,6413,3410,13509,1240
05 Jun-11 Jun,05-06-2021,11-06-2021,625,34,Ambedkar Nagar,1843,1272,451,120,1589,254
16 Jan-22 Jan,16-01-2021,22-01-2021,626,34,Amethi,1133,735,378,20,1133,0
23 Jan-29 Jan,23-01-2021,29-01-2021,626,34,Amethi,2930,2037,817,76,2930,0
30 Jan-05 Feb,30-01-2021,05-02-2021,626,34,Amethi,3122,1983,1048,91,3122,0
06 Feb-12 Feb,06-02-2021,12-02-2021,626,34,Amethi,1595,1106,485,4,1595,0
13 Feb-19 Feb,13-02-2021,19-02-2021,626,34,Amethi,3093,2207,854,32,2026,1067
20 Feb-26 Feb,20-02-2021,26-02-2021,626,34,Amethi,3384,2298,1015,71,656,2728
27 Feb-05 Mar,27-02-2021,05-03-2021,626,34,Amethi,3384,1535,961,888,996,2388
06 Mar-12 Mar,06-03-2021,12-03-2021,626,34,Amethi,6376,541,1455,4380,5782,594
13 Mar-19 Mar,13-03-2021,19-03-2021,626,34,Amethi,21999,1953,8073,11973,19580,2419
20 Mar-26 Mar,20-03-2021,26-03-2021,626,34,Amethi,21224,757,9017,11450,20545,679
27 Mar-02 Apr,27-03-2021,02-04-2021,626,34,Amethi,7825,165,4037,3623,7560,265
03 Apr-09 Apr,03-04-2021,09-04-2021,626,34,Amethi,19927,97,10807,9023,17640,2287
10 Apr-16 Apr,10-04-2021,16-04-2021,626,34,Amethi,19769,121,10227,9421,12758,7011
17 Apr-23 Apr,17-04-2021,23-04-2021,626,34,Amethi,10007,107,5402,4498,4841,5166
24 Apr-30 Apr,24-04-2021,30-04-2021,626,34,Amethi,5822,281,3335,2206,2265,3557
01 May-07 May,01-05-2021,07-05-2021,626,34,Amethi,5310,397,3132,1781,2613,2697
08 May-14 May,08-05-2021,14-05-2021,626,34,Amethi,7026,342,4145,2539,2984,4042
15 May-21 May,15-05-2021,21-05-2021,626,34,Amethi,5741,250,3929,1562,3214,2527
22 May-28 May,22-05-2021,28-05-2021,626,34,Amethi,9867,348,7244,2275,9169,698
29 May-04 Jun,29-05-2021,04-06-2021,626,34,Amethi,15303,3659,8688,2956,14946,357
05 Jun-11 Jun,05-06-2021,11-06-2021,626,34,Amethi,2459,889,1247,323,2380,79
16 Jan-22 Jan,16-01-2021,22-01-2021,366,21,Amravati,1747,1052,599,96,1747,0
23 Jan-29 Jan,23-01-2021,29-01-2021,366,21,Amravati,4037,2613,1234,190,4037,0
30 Jan-05 Feb,30-01-2021,05-02-2021,366,21,Amravati,3697,2367,1158,172,3697,0
06 Feb-12 Feb,06-02-2021,12-02-2021,366,21,Amravati,5825,3703,2027,95,5825,0
13 Feb-19 Feb,13-02-2021,19-02-2021,366,21,Amravati,3953,2515,1346,92,3519,434
20 Feb-26 Feb,20-02-2021,26-02-2021,366,21,Amravati,6043,3900,1982,161,3586,2457
27 Feb-05 Mar,27-02-2021,05-03-2021,366,21,Amravati,5268,1684,1049,2535,3721,1547
06 Mar-12 Mar,06-03-2021,12-03-2021,366,21,Amravati,21438,3297,4479,13662,17986,3452
13 Mar-19 Mar,13-03-2021,19-03-2021,366,21,Amravati,34540,4212,7115,23213,30493,4047
20 Mar-26 Mar,20-03-2021,26-03-2021,366,21,Amravati,29429,2827,5402,21200,27400,2029
27 Mar-02 Apr,27-03-2021,02-04-2021,366,21,Amravati,21550,1966,7543,12041,20454,1096
03 Apr-09 Apr,03-04-2021,09-04-2021,366,21,Amravati,49479,1366,28929,19184,46714,2765
10 Apr-16 Apr,10-04-2021,16-04-2021,366,21,Amravati,26661,1148,15399,10113,22370,4291
17 Apr-23 Apr,17-04-2021,23-04-2021,366,21,Amravati,39030,2308,20246,16475,28352,10678
24 Apr-30 Apr,24-04-2021,30-04-2021,366,21,Amravati,42463,2978,19010,20475,24141,18322
01 May-07 May,01-05-2021,07-05-2021,366,21,Amravati,27634,11132,5868,10634,13784,13850
08 May-14 May,08-05-2021,14-05-2021,366,21,Amravati,44108,11584,14222,18302,21974,22134
15 May-21 May,15-05-2021,21-05-2021,366,21,Amravati,24678,1938,14136,8604,16093,8585
22 May-28 May,22-05-2021,28-05-2021,366,21,Amravati,36525,4407,20518,11600,32834,3691
29 May-04 Jun,29-05-2021,04-06-2021,366,21,Amravati,45313,6775,23476,15062,29920,15393
05 Jun-11 Jun,05-06-2021,11-06-2021,366,21,Amravati,7995,1757,3763,2475,6839,1156
16 Jan-22 Jan,16-01-2021,22-01-2021,174,11,Amreli,918,684,204,30,918,0
23 Jan-29 Jan,23-01-2021,29-01-2021,174,11,Amreli,2848,2093,675,80,2848,0
30 Jan-05 Feb,30-01-2021,05-02-2021,174,11,Amreli,4693,3596,1061,36,4693,0
06 Feb-12 Feb,06-02-2021,12-02-2021,174,11,Amreli,8268,6163,2052,53,8268,0
13 Feb-19 Feb,13-02-2021,19-02-2021,174,11,Amreli,1164,839,280,45,438,726
20 Feb-26 Feb,20-02-2021,26-02-2021,174,11,Amreli,2800,2061,654,85,171,2629
27 Feb-05 Mar,27-02-2021,05-03-2021,174,11,Amreli,12026,1987,1653,8386,9460,2566
06 Mar-12 Mar,06-03-2021,12-03-2021,174,11,Amreli,23876,5343,4111,14422,16992,6884
13 Mar-19 Mar,13-03-2021,19-03-2021,174,11,Amreli,25479,2404,4758,18317,22809,2670
20 Mar-26 Mar,20-03-2021,26-03-2021,174,11,Amreli,49961,1003,12369,36589,49466,495
27 Mar-02 Apr,27-03-2021,02-04-2021,174,11,Amreli,47427,1337,25115,20975,45941,1486
03 Apr-09 Apr,03-04-2021,09-04-2021,174,11,Amreli,53865,619,38600,14646,50306,3559
10 Apr-16 Apr,10-04-2021,16-04-2021,174,11,Amreli,26805,683,14208,11914,16965,9840
17 Apr-23 Apr,17-04-2021,23-04-2021,174,11,Amreli,14867,583,4894,9390,3325,11542
24 Apr-30 Apr,24-04-2021,30-04-2021,174,11,Amreli,13405,803,5180,7422,2593,10812
01 May-07 May,01-05-2021,07-05-2021,174,11,Amreli,13028,1154,7209,4665,2568,10460
08 May-14 May,08-05-2021,14-05-2021,174,11,Amreli,19157,804,10414,7939,492,18665
15 May-21 May,15-05-2021,21-05-2021,174,11,Amreli,60,3,54,3,2,58
22 May-28 May,22-05-2021,28-05-2021,174,11,Amreli,11040,585,7235,3220,741,10299
29 May-04 Jun,29-05-2021,04-06-2021,174,11,Amreli,15160,3059,8204,3897,6331,8829
05 Jun-11 Jun,05-06-2021,11-06-2021,174,11,Amreli,7425,5498,1205,722,6280,1145
16 Jan-22 Jan,16-01-2021,22-01-2021,485,28,Amritsar,1484,903,504,77,1484,0
23 Jan-29 Jan,23-01-2021,29-01-2021,485,28,Amritsar,3880,2616,1040,224,3880,0
30 Jan-05 Feb,30-01-2021,05-02-2021,485,28,Amritsar,2781,1880,764,137,2781,0
06 Feb-12 Feb,06-02-2021,12-02-2021,485,28,Amritsar,3939,1879,1971,89,3939,0
13 Feb-19 Feb,13-02-2021,19-02-2021,485,28,Amritsar,4339,2375,1893,71,3446,893
20 Feb-26 Feb,20-02-2021,26-02-2021,485,28,Amritsar,6997,4013,2783,201,4075,2922
27 Feb-05 Mar,27-02-2021,05-03-2021,485,28,Amritsar,6021,2130,1872,2019,4737,1284
06 Mar-12 Mar,06-03-2021,12-03-2021,485,28,Amritsar,13422,3248,3639,6535,11011,2411
13 Mar-19 Mar,13-03-2021,19-03-2021,485,28,Amritsar,19577,5256,6142,8179,16729,2848
20 Mar-26 Mar,20-03-2021,26-03-2021,485,28,Amritsar,21969,5685,6976,9308,20194,1775
27 Mar-02 Apr,27-03-2021,02-04-2021,485,28,Amritsar,25037,5874,10070,9093,22675,2362
03 Apr-09 Apr,03-04-2021,09-04-2021,485,28,Amritsar,47882,2672,24276,20934,43329,4553
10 Apr-16 Apr,10-04-2021,16-04-2021,485,28,Amritsar,43779,3055,22365,18359,38598,5181
17 Apr-23 Apr,17-04-2021,23-04-2021,485,28,Amritsar,38951,6481,16784,15686,26405,12546
24 Apr-30 Apr,24-04-2021,30-04-2021,485,28,Amritsar,38381,6649,17446,14286,24817,13564
01 May-07 May,01-05-2021,07-05-2021,485,28,Amritsar,23044,5154,10138,7752,12264,10780
08 May-14 May,08-05-2021,14-05-2021,485,28,Amritsar,19156,4913,7920,6323,9950,9206
15 May-21 May,15-05-2021,21-05-2021,485,28,Amritsar,5844,1842,2600,1402,5432,412
22 May-28 May,22-05-2021,28-05-2021,485,28,Amritsar,16822,6309,6905,3608,15977,845
29 May-04 Jun,29-05-2021,04-06-2021,485,28,Amritsar,21919,12137,6381,3401,21069,850
05 Jun-11 Jun,05-06-2021,11-06-2021,485,28,Amritsar,7694,4685,1935,1074,7404,290
16 Jan-22 Jan,16-01-2021,22-01-2021,627,34,Amroha,996,771,207,18,996,0
23 Jan-29 Jan,23-01-2021,29-01-2021,627,34,Amroha,2235,1624,554,57,2235,0
30 Jan-05 Feb,30-01-2021,05-02-2021,627,34,Amroha,2278,1713,540,25,2278,0
06 Feb-12 Feb,06-02-2021,12-02-2021,627,34,Amroha,1697,1054,631,12,1697,0
13 Feb-19 Feb,13-02-2021,19-02-2021,627,34,Amroha,3281,2353,870,58,2564,717
20 Feb-26 Feb,20-02-2021,26-02-2021,627,34,Amroha,2664,1838,776,50,951,1713
27 Feb-05 Mar,27-02-2021,05-03-2021,627,34,Amroha,2470,920,535,1015,1327,1143
06 Mar-12 Mar,06-03-2021,12-03-2021,627,34,Amroha,2690,422,585,1683,2051,639
13 Mar-19 Mar,13-03-2021,19-03-2021,627,34,Amroha,8029,2281,1729,4019,4984,3045
20 Mar-26 Mar,20-03-2021,26-03-2021,627,34,Amroha,12012,755,2180,9077,11145,867
27 Mar-02 Apr,27-03-2021,02-04-2021,627,34,Amroha,7001,115,3328,3558,6799,202
03 Apr-09 Apr,03-04-2021,09-04-2021,627,34,Amroha,14697,116,9127,5454,13974,723
10 Apr-16 Apr,10-04-2021,16-04-2021,627,34,Amroha,14645,254,8518,5873,12701,1944
17 Apr-23 Apr,17-04-2021,23-04-2021,627,34,Amroha,5982,214,3232,2536,3861,2121
24 Apr-30 Apr,24-04-2021,30-04-2021,627,34,Amroha,7875,361,4560,2954,5305,2570
01 May-07 May,01-05-2021,07-05-2021,627,34,Amroha,5914,222,3246,2446,2663,3251
08 May-14 May,08-05-2021,14-05-2021,627,34,Amroha,5534,152,3006,2376,2147,3387
15 May-21 May,15-05-2021,21-05-2021,627,34,Amroha,4683,245,3024,1414,2969,1714
22 May-28 May,22-05-2021,28-05-2021,627,34,Amroha,8248,389,5462,2397,6300,1948
29 May-04 Jun,29-05-2021,04-06-2021,627,34,Amroha,17104,3483,9175,4446,15644,1460
05 Jun-11 Jun,05-06-2021,11-06-2021,627,34,Amroha,3118,955,1471,692,2953,165
16 Jan-22 Jan,16-01-2021,22-01-2021,179,11,Anand,2011,1494,400,117,2011,0
23 Jan-29 Jan,23-01-2021,29-01-2021,179,11,Anand,6860,4698,1984,178,6860,0
30 Jan-05 Feb,30-01-2021,05-02-2021,179,11,Anand,5957,4424,1372,161,5957,0
06 Feb-12 Feb,06-02-2021,12-02-2021,179,11,Anand,8394,5630,2715,49,8394,0
13 Feb-19 Feb,13-02-2021,19-02-2021,179,11,Anand,1635,1193,356,86,236,1399
20 Feb-26 Feb,20-02-2021,26-02-2021,179,11,Anand,5769,3928,1653,188,131,5638
27 Feb-05 Mar,27-02-2021,05-03-2021,179,11,Anand,21161,1451,2186,17524,19694,1467
06 Mar-12 Mar,06-03-2021,12-03-2021,179,11,Anand,25611,3512,4450,17649,21368,4243
13 Mar-19 Mar,13-03-2021,19-03-2021,179,11,Anand,30464,4534,6111,19819,26377,4087
20 Mar-26 Mar,20-03-2021,26-03-2021,179,11,Anand,66978,3764,19535,43679,65706,1272
27 Mar-02 Apr,27-03-2021,02-04-2021,179,11,Anand,53689,3792,27802,22095,50365,3324
03 Apr-09 Apr,03-04-2021,09-04-2021,179,11,Anand,83194,1719,57784,23691,73967,9227
10 Apr-16 Apr,10-04-2021,16-04-2021,179,11,Anand,53611,3447,28239,21925,37469,16142
17 Apr-23 Apr,17-04-2021,23-04-2021,179,11,Anand,40244,2713,18376,19155,18740,21504
24 Apr-30 Apr,24-04-2021,30-04-2021,179,11,Anand,36845,2758,18455,15632,12036,24809
01 May-07 May,01-05-2021,07-05-2021,179,11,Anand,22874,2370,14185,6319,6208,16666
08 May-14 May,08-05-2021,14-05-2021,179,11,Anand,28359,2035,17334,8990,5513,22846
15 May-21 May,15-05-2021,21-05-2021,179,11,Anand,2709,88,2019,602,1567,1142
22 May-28 May,22-05-2021,28-05-2021,179,11,Anand,18406,1011,12980,4415,9893,8513
29 May-04 Jun,29-05-2021,04-06-2021,179,11,Anand,22265,6814,11028,4423,15466,6799
05 Jun-11 Jun,05-06-2021,11-06-2021,179,11,Anand,15116,12055,1793,1268,13250,1866
16 Jan-22 Jan,16-01-2021,22-01-2021,9,2,Anantapur,9792,6700,2995,97,9792,0
23 Jan-29 Jan,23-01-2021,29-01-2021,9,2,Anantapur,1702,1246,423,33,1702,0
30 Jan-05 Feb,30-01-2021,05-02-2021,9,2,Anantapur,4695,3723,807,165,4695,0
06 Feb-12 Feb,06-02-2021,12-02-2021,9,2,Anantapur,2894,2285,555,54,2894,0
13 Feb-19 Feb,13-02-2021,19-02-2021,9,2,Anantapur,9862,7083,2635,144,3360,6502
20 Feb-26 Feb,20-02-2021,26-02-2021,9,2,Anantapur,16799,12852,3696,251,13103,3696
27 Feb-05 Mar,27-02-2021,05-03-2021,9,2,Anantapur,4784,2395,1202,1187,3688,1096
06 Mar-12 Mar,06-03-2021,12-03-2021,9,2,Anantapur,12466,3315,2441,6710,10528,1938
13 Mar-19 Mar,13-03-2021,19-03-2021,9,2,Anantapur,32477,4118,7682,20677,30328,2149
20 Mar-26 Mar,20-03-2021,26-03-2021,9,2,Anantapur,78405,9716,25067,43622,70706,7699
27 Mar-02 Apr,27-03-2021,02-04-2021,9,2,Anantapur,47959,3873,18500,25586,44757,3202
03 Apr-09 Apr,03-04-2021,09-04-2021,9,2,Anantapur,40004,1443,21661,16900,36679,3325
10 Apr-16 Apr,10-04-2021,16-04-2021,9,2,Anantapur,61907,5071,33814,23022,58163,3744
17 Apr-23 Apr,17-04-2021,23-04-2021,9,2,Anantapur,79101,11739,35788,31574,46399,32702
24 Apr-30 Apr,24-04-2021,30-04-2021,9,2,Anantapur,53809,5022,28289,20498,31819,21990
01 May-07 May,01-05-2021,07-05-2021,9,2,Anantapur,59050,2365,25847,30838,1519,57531
08 May-14 May,08-05-2021,14-05-2021,9,2,Anantapur,26417,1290,11864,13263,316,26101
15 May-21 May,15-05-2021,21-05-2021,9,2,Anantapur,6323,522,2293,3508,371,5952
22 May-28 May,22-05-2021,28-05-2021,9,2,Anantapur,108580,5665,77234,25681,107148,1432
29 May-04 Jun,29-05-2021,04-06-2021,9,2,Anantapur,72750,6370,47573,18807,59110,13640
05 Jun-11 Jun,05-06-2021,11-06-2021,9,2,Anantapur,2112,294,1474,344,1832,280
16 Jan-22 Jan,16-01-2021,22-01-2021,224,14,Anantnag,471,288,175,8,471,0
23 Jan-29 Jan,23-01-2021,29-01-2021,224,14,Anantnag,643,310,320,13,643,0
30 Jan-05 Feb,30-01-2021,05-02-2021,224,14,Anantnag,410,240,166,4,410,0
06 Feb-12 Feb,06-02-2021,12-02-2021,224,14,Anantnag,3337,2256,1056,25,3337,0
13 Feb-19 Feb,13-02-2021,19-02-2021,224,14,Anantnag,3000,1907,1066,27,2785,215
20 Feb-26 Feb,20-02-2021,26-02-2021,224,14,Anantnag,2422,1567,819,36,1991,431
27 Feb-05 Mar,27-02-2021,05-03-2021,224,14,Anantnag,2142,835,613,694,1805,337
06 Mar-12 Mar,06-03-2021,12-03-2021,224,14,Anantnag,4945,1377,1131,2437,3198,1747
13 Mar-19 Mar,13-03-2021,19-03-2021,224,14,Anantnag,6758,2007,1522,3229,4038,2720
20 Mar-26 Mar,20-03-2021,26-03-2021,224,14,Anantnag,5580,1406,1404,2770,3620,1960
27 Mar-02 Apr,27-03-2021,02-04-2021,224,14,Anantnag,10684,997,4317,5370,9588,1096
03 Apr-09 Apr,03-04-2021,09-04-2021,224,14,Anantnag,26749,419,15856,10474,25809,940
10 Apr-16 Apr,10-04-2021,16-04-2021,224,14,Anantnag,18233,351,10954,6928,17247,986
