label,startdate,enddate,district_id,state_id,district_name,total,18_45_vaccination,45_60_vaccination,60+_vaccination,dose1,dose2
13 Feb-19 Feb,13-02-2021,19-02-2021,531,29,Sirohi,2400,1808,577,15,2090,310
20 Feb-26 Feb,20-02-2021,26-02-2021,531,29,Sirohi,2476,1783,609,84,117,2359
27 Feb-05 Mar,27-02-2021,05-03-2021,531,29,Sirohi,12687,1406,1878,9403,11628,1059
06 Mar-12 Mar,06-03-2021,12-03-2021,531,29,Sirohi,8159,1273,1208,5678,6622,1537
13 Mar-19 Mar,13-03-2021,19-03-2021,531,29,Sirohi,21192,2264,3966,14962,18557,2635
20 Mar-26 Mar,20-03-2021,26-03-2021,531,29,Sirohi,15921,473,4470,10978,15610,311
27 Mar-02 Apr,27-03-2021,02-04-2021,531,29,Sirohi,10921,347,5163,5411,9969,952
03 Apr-09 Apr,03-04-2021,09-04-2021,531,29,Sirohi,52129,159,37953,14017,50779,1350
10 Apr-16 Apr,10-04-2021,16-04-2021,531,29,Sirohi,24615,313,15733,8569,21511,3104
17 Apr-23 Apr,17-04-2021,23-04-2021,531,29,Sirohi,9534,348,4040,5146,4422,5112
24 Apr-30 Apr,24-04-2021,30-04-2021,531,29,Sirohi,6393,283,2695,3415,2140,4253
01 May-07 May,01-05-2021,07-05-2021,531,29,Sirohi,6503,651,3250,2602,1875,4628
08 May-14 May,08-05-2021,14-05-2021,531,29,Sirohi,13194,4641,5066,3487,6431,6763
15 May-21 May,15-05-2021,21-05-2021,531,29,Sirohi,10038,8329,1276,433,9693,345
22 May-28 May,22-05-2021,28-05-2021,531,29,Sirohi,7712,5901,1221,590,7356,356
29 May-04 Jun,29-05-2021,04-06-2021,531,29,Sirohi,7322,5528,1169,625,6288,1034
05 Jun-11 Jun,05-06-2021,11-06-2021,531,29,Sirohi,425,107,225,93,168,257
16 Jan-22 Jan,16-01-2021,22-01-2021,194,12,Sirsa,1760,1286,412,62,1760,0
23 Jan-29 Jan,23-01-2021,29-01-2021,194,12,Sirsa,1479,1132,291,56,1479,0
30 Jan-05 Feb,30-01-2021,05-02-2021,194,12,Sirsa,270,200,65,5,270,0
06 Feb-12 Feb,06-02-2021,12-02-2021,194,12,Sirsa,2476,1571,826,79,2476,0
13 Feb-19 Feb,13-02-2021,19-02-2021,194,12,Sirsa,696,409,259,28,402,294
20 Feb-26 Feb,20-02-2021,26-02-2021,194,12,Sirsa,2003,1511,438,54,766,1237
27 Feb-05 Mar,27-02-2021,05-03-2021,194,12,Sirsa,3420,802,519,2099,2675,745
06 Mar-12 Mar,06-03-2021,12-03-2021,194,12,Sirsa,13799,1093,2030,10676,12563,1236
13 Mar-19 Mar,13-03-2021,19-03-2021,194,12,Sirsa,24188,798,4917,18473,23374,814
20 Mar-26 Mar,20-03-2021,26-03-2021,194,12,Sirsa,24595,542,5228,18825,24194,401
27 Mar-02 Apr,27-03-2021,02-04-2021,194,12,Sirsa,21050,370,7024,13656,20485,565
03 Apr-09 Apr,03-04-2021,09-04-2021,194,12,Sirsa,23019,269,11493,11257,19244,3775
10 Apr-16 Apr,10-04-2021,16-04-2021,194,12,Sirsa,32570,337,15456,16777,21647,10923
17 Apr-23 Apr,17-04-2021,23-04-2021,194,12,Sirsa,24034,471,10251,13312,12500,11534
24 Apr-30 Apr,24-04-2021,30-04-2021,194,12,Sirsa,11209,497,5346,5366,6096,5113
01 May-07 May,01-05-2021,07-05-2021,194,12,Sirsa,23269,11281,6682,5306,16427,6842
08 May-14 May,08-05-2021,14-05-2021,194,12,Sirsa,20851,6530,8327,5994,13096,7755
15 May-21 May,15-05-2021,21-05-2021,194,12,Sirsa,14594,10058,3220,1316,14052,542
22 May-28 May,22-05-2021,28-05-2021,194,12,Sirsa,11026,6369,3545,1112,10559,467
29 May-04 Jun,29-05-2021,04-06-2021,194,12,Sirsa,8934,6423,1876,635,8629,305
05 Jun-11 Jun,05-06-2021,11-06-2021,194,12,Sirsa,1483,194,982,307,1364,119
16 Jan-22 Jan,16-01-2021,22-01-2021,88,5,Sitamarhi,1032,700,300,32,1032,0
23 Jan-29 Jan,23-01-2021,29-01-2021,88,5,Sitamarhi,178,136,41,1,178,0
30 Jan-05 Feb,30-01-2021,05-02-2021,88,5,Sitamarhi,7207,4970,2039,198,7207,0
06 Feb-12 Feb,06-02-2021,12-02-2021,88,5,Sitamarhi,2361,1668,621,72,2361,0
13 Feb-19 Feb,13-02-2021,19-02-2021,88,5,Sitamarhi,2702,1943,690,69,2048,654
20 Feb-26 Feb,20-02-2021,26-02-2021,88,5,Sitamarhi,1620,901,630,89,1212,408
27 Feb-05 Mar,27-02-2021,05-03-2021,88,5,Sitamarhi,3556,1607,948,1001,1628,1928
06 Mar-12 Mar,06-03-2021,12-03-2021,88,5,Sitamarhi,15169,3036,2842,9291,12063,3106
13 Mar-19 Mar,13-03-2021,19-03-2021,88,5,Sitamarhi,12341,2322,1718,8301,9851,2490
20 Mar-26 Mar,20-03-2021,26-03-2021,88,5,Sitamarhi,14223,1310,1525,11388,13136,1087
27 Mar-02 Apr,27-03-2021,02-04-2021,88,5,Sitamarhi,27538,1184,8531,17823,26725,813
03 Apr-09 Apr,03-04-2021,09-04-2021,88,5,Sitamarhi,35127,666,16880,17581,32449,2678
10 Apr-16 Apr,10-04-2021,16-04-2021,88,5,Sitamarhi,34437,750,16279,17408,30395,4042
17 Apr-23 Apr,17-04-2021,23-04-2021,88,5,Sitamarhi,23342,803,10487,12052,18127,5215
24 Apr-30 Apr,24-04-2021,30-04-2021,88,5,Sitamarhi,19052,1033,8619,9400,12826,6226
01 May-07 May,01-05-2021,07-05-2021,88,5,Sitamarhi,16447,1448,7888,7111,7225,9222
08 May-14 May,08-05-2021,14-05-2021,88,5,Sitamarhi,16264,7853,4901,3510,11289,4975
15 May-21 May,15-05-2021,21-05-2021,88,5,Sitamarhi,23270,21735,1116,419,23005,265
22 May-28 May,22-05-2021,28-05-2021,88,5,Sitamarhi,16315,15276,751,288,16313,2
29 May-04 Jun,29-05-2021,04-06-2021,88,5,Sitamarhi,8525,4091,3019,1415,8522,3
05 Jun-11 Jun,05-06-2021,11-06-2021,88,5,Sitamarhi,4333,2965,949,419,4296,37
16 Jan-22 Jan,16-01-2021,22-01-2021,692,34,Sitapur,1829,1239,549,41,1829,0
23 Jan-29 Jan,23-01-2021,29-01-2021,692,34,Sitapur,6038,3891,2048,99,6038,0
30 Jan-05 Feb,30-01-2021,05-02-2021,692,34,Sitapur,3442,2315,1051,76,3442,0
06 Feb-12 Feb,06-02-2021,12-02-2021,692,34,Sitapur,3519,2307,1204,8,3519,0
13 Feb-19 Feb,13-02-2021,19-02-2021,692,34,Sitapur,8150,5593,2486,71,6609,1541
20 Feb-26 Feb,20-02-2021,26-02-2021,692,34,Sitapur,7189,4854,2240,95,2374,4815
27 Feb-05 Mar,27-02-2021,05-03-2021,692,34,Sitapur,4122,2001,1159,962,1431,2691
06 Mar-12 Mar,06-03-2021,12-03-2021,692,34,Sitapur,12485,1399,2322,8764,11135,1350
13 Mar-19 Mar,13-03-2021,19-03-2021,692,34,Sitapur,30670,4665,7496,18509,24637,6033
20 Mar-26 Mar,20-03-2021,26-03-2021,692,34,Sitapur,29629,2114,8038,19477,27289,2340
27 Mar-02 Apr,27-03-2021,02-04-2021,692,34,Sitapur,13985,241,8640,5104,13736,249
03 Apr-09 Apr,03-04-2021,09-04-2021,692,34,Sitapur,32068,268,20337,11463,31043,1025
10 Apr-16 Apr,10-04-2021,16-04-2021,692,34,Sitapur,31005,267,19908,10830,29309,1696
17 Apr-23 Apr,17-04-2021,23-04-2021,692,34,Sitapur,10801,631,5722,4448,7069,3732
24 Apr-30 Apr,24-04-2021,30-04-2021,692,34,Sitapur,6325,248,3152,2925,3034,3291
01 May-07 May,01-05-2021,07-05-2021,692,34,Sitapur,12818,525,6918,5375,4799,8019
08 May-14 May,08-05-2021,14-05-2021,692,34,Sitapur,19762,442,11006,8314,9415,10347
15 May-21 May,15-05-2021,21-05-2021,692,34,Sitapur,9929,314,6552,3063,7454,2475
22 May-28 May,22-05-2021,28-05-2021,692,34,Sitapur,8795,253,6226,2316,7950,845
29 May-04 Jun,29-05-2021,04-06-2021,692,34,Sitapur,14540,5373,6732,2435,13430,1110
05 Jun-11 Jun,05-06-2021,11-06-2021,692,34,Sitapur,2665,1310,908,447,2474,191
16 Jan-22 Jan,16-01-2021,22-01-2021,561,31,Sivaganga,341,288,48,5,341,0
23 Jan-29 Jan,23-01-2021,29-01-2021,561,31,Sivaganga,1247,937,281,29,1247,0
30 Jan-05 Feb,30-01-2021,05-02-2021,561,31,Sivaganga,1867,1439,387,41,1867,0
06 Feb-12 Feb,06-02-2021,12-02-2021,561,31,Sivaganga,2084,1495,542,47,2084,0
13 Feb-19 Feb,13-02-2021,19-02-2021,561,31,Sivaganga,1242,843,372,27,1150,92
20 Feb-26 Feb,20-02-2021,26-02-2021,561,31,Sivaganga,985,688,266,31,495,490
27 Feb-05 Mar,27-02-2021,05-03-2021,561,31,Sivaganga,2583,768,915,900,2101,482
06 Mar-12 Mar,06-03-2021,12-03-2021,561,31,Sivaganga,7023,2608,2579,1836,5937,1086
13 Mar-19 Mar,13-03-2021,19-03-2021,561,31,Sivaganga,6002,1834,1930,2238,4955,1047
20 Mar-26 Mar,20-03-2021,26-03-2021,561,31,Sivaganga,6195,1458,2059,2678,5488,707
27 Mar-02 Apr,27-03-2021,02-04-2021,561,31,Sivaganga,3898,710,1362,1826,3393,505
03 Apr-09 Apr,03-04-2021,09-04-2021,561,31,Sivaganga,4437,247,2091,2099,3563,874
10 Apr-16 Apr,10-04-2021,16-04-2021,561,31,Sivaganga,11233,1033,5642,4558,9073,2160
17 Apr-23 Apr,17-04-2021,23-04-2021,561,31,Sivaganga,6338,951,2841,2546,3741,2597
24 Apr-30 Apr,24-04-2021,30-04-2021,561,31,Sivaganga,6079,1446,2552,2081,2570,3509
01 May-07 May,01-05-2021,07-05-2021,561,31,Sivaganga,5535,1196,2327,2012,2217,3318
08 May-14 May,08-05-2021,14-05-2021,561,31,Sivaganga,5670,1076,2467,2127,2550,3120
15 May-21 May,15-05-2021,21-05-2021,561,31,Sivaganga,2989,705,1557,727,2547,442
22 May-28 May,22-05-2021,28-05-2021,561,31,Sivaganga,11865,8957,2019,889,11685,180
29 May-04 Jun,29-05-2021,04-06-2021,561,31,Sivaganga,16318,9192,4869,2257,14319,1999
05 Jun-11 Jun,05-06-2021,11-06-2021,561,31,Sivaganga,386,172,134,80,311,75
16 Jan-22 Jan,16-01-2021,22-01-2021,580,31,Sivakasi,1080,714,287,79,1080,0
23 Jan-29 Jan,23-01-2021,29-01-2021,580,31,Sivakasi,523,337,147,39,523,0
30 Jan-05 Feb,30-01-2021,05-02-2021,580,31,Sivakasi,595,441,126,28,595,0
06 Feb-12 Feb,06-02-2021,12-02-2021,580,31,Sivakasi,1010,742,213,55,1010,0
13 Feb-19 Feb,13-02-2021,19-02-2021,580,31,Sivakasi,665,482,164,19,493,172
20 Feb-26 Feb,20-02-2021,26-02-2021,580,31,Sivakasi,1081,756,294,31,622,459
27 Feb-05 Mar,27-02-2021,05-03-2021,580,31,Sivakasi,3511,366,1289,1856,3263,248
06 Mar-12 Mar,06-03-2021,12-03-2021,580,31,Sivakasi,6302,807,2918,2577,5846,456
13 Mar-19 Mar,13-03-2021,19-03-2021,580,31,Sivakasi,14085,1669,6854,5562,13399,686
20 Mar-26 Mar,20-03-2021,26-03-2021,580,31,Sivakasi,11316,1631,5754,3931,10586,730
27 Mar-02 Apr,27-03-2021,02-04-2021,580,31,Sivakasi,7591,888,3721,2982,6947,644
03 Apr-09 Apr,03-04-2021,09-04-2021,580,31,Sivakasi,6309,290,3241,2778,4997,1312
10 Apr-16 Apr,10-04-2021,16-04-2021,580,31,Sivakasi,14019,687,8131,5201,10765,3254
17 Apr-23 Apr,17-04-2021,23-04-2021,580,31,Sivakasi,7856,1006,4002,2848,3642,4214
24 Apr-30 Apr,24-04-2021,30-04-2021,580,31,Sivakasi,8814,844,4905,3065,2283,6531
01 May-07 May,01-05-2021,07-05-2021,580,31,Sivakasi,9761,995,5351,3415,2199,7562
08 May-14 May,08-05-2021,14-05-2021,580,31,Sivakasi,9061,1174,4959,2928,3493,5568
15 May-21 May,15-05-2021,21-05-2021,580,31,Sivakasi,3438,676,1965,797,3243,195
22 May-28 May,22-05-2021,28-05-2021,580,31,Sivakasi,14651,11250,2426,975,14573,78
29 May-04 Jun,29-05-2021,04-06-2021,580,31,Sivakasi,9989,5039,3568,1382,9863,126
05 Jun-11 Jun,05-06-2021,11-06-2021,580,31,Sivakasi,341,286,38,17,337,4
16 Jan-22 Jan,16-01-2021,22-01-2021,44,4,Sivasagar,495,260,203,32,495,0
23 Jan-29 Jan,23-01-2021,29-01-2021,44,4,Sivasagar,788,338,434,16,788,0
30 Jan-05 Feb,30-01-2021,05-02-2021,44,4,Sivasagar,1128,609,480,39,1128,0
06 Feb-12 Feb,06-02-2021,12-02-2021,44,4,Sivasagar,1394,691,651,52,1394,0
13 Feb-19 Feb,13-02-2021,19-02-2021,44,4,Sivasagar,773,437,307,29,385,388
20 Feb-26 Feb,20-02-2021,26-02-2021,44,4,Sivasagar,1868,1092,742,34,1146,722
27 Feb-05 Mar,27-02-2021,05-03-2021,44,4,Sivasagar,3826,1255,1401,1170,3244,582
06 Mar-12 Mar,06-03-2021,12-03-2021,44,4,Sivasagar,5151,1080,1899,2172,4279,872
13 Mar-19 Mar,13-03-2021,19-03-2021,44,4,Sivasagar,3785,709,1104,1972,3217,568
20 Mar-26 Mar,20-03-2021,26-03-2021,44,4,Sivasagar,6309,744,2140,3425,5757,552
27 Mar-02 Apr,27-03-2021,02-04-2021,44,4,Sivasagar,4453,554,2393,1506,3383,1070
03 Apr-09 Apr,03-04-2021,09-04-2021,44,4,Sivasagar,10429,755,6210,3464,7735,2694
10 Apr-16 Apr,10-04-2021,16-04-2021,44,4,Sivasagar,2829,178,1622,1029,1845,984
17 Apr-23 Apr,17-04-2021,23-04-2021,44,4,Sivasagar,12733,889,7499,4345,9099,3634
24 Apr-30 Apr,24-04-2021,30-04-2021,44,4,Sivasagar,14841,954,8647,5239,11650,3191
01 May-07 May,01-05-2021,07-05-2021,44,4,Sivasagar,9821,1218,5454,3149,6638,3183
08 May-14 May,08-05-2021,14-05-2021,44,4,Sivasagar,8196,2244,3778,2174,5635,2561
15 May-21 May,15-05-2021,21-05-2021,44,4,Sivasagar,6206,3932,1619,655,5843,363
22 May-28 May,22-05-2021,28-05-2021,44,4,Sivasagar,5311,468,3563,1280,4903,408
29 May-04 Jun,29-05-2021,04-06-2021,44,4,Sivasagar,6255,2978,2500,777,6230,25
05 Jun-11 Jun,05-06-2021,11-06-2021,44,4,Sivasagar,1453,630,578,245,1446,7
16 Jan-22 Jan,16-01-2021,22-01-2021,103,5,Siwan,2174,1505,605,64,2174,0
23 Jan-29 Jan,23-01-2021,29-01-2021,103,5,Siwan,1011,655,327,29,1011,0
30 Jan-05 Feb,30-01-2021,05-02-2021,103,5,Siwan,7735,5354,2145,236,7735,0
06 Feb-12 Feb,06-02-2021,12-02-2021,103,5,Siwan,1933,1173,726,34,1933,0
13 Feb-19 Feb,13-02-2021,19-02-2021,103,5,Siwan,2362,1688,627,47,1074,1288
20 Feb-26 Feb,20-02-2021,26-02-2021,103,5,Siwan,2602,1376,1164,62,1261,1341
27 Feb-05 Mar,27-02-2021,05-03-2021,103,5,Siwan,4629,2592,1448,589,1312,3317
06 Mar-12 Mar,06-03-2021,12-03-2021,103,5,Siwan,15820,2457,5506,7857,13197,2623
13 Mar-19 Mar,13-03-2021,19-03-2021,103,5,Siwan,12016,1626,3781,6609,10345,1671
20 Mar-26 Mar,20-03-2021,26-03-2021,103,5,Siwan,47202,1608,16173,29421,46318,884
27 Mar-02 Apr,27-03-2021,02-04-2021,103,5,Siwan,42919,1252,18665,23002,41877,1042
03 Apr-09 Apr,03-04-2021,09-04-2021,103,5,Siwan,52655,515,26931,25209,47906,4749
10 Apr-16 Apr,10-04-2021,16-04-2021,103,5,Siwan,49037,594,25489,22954,43893,5144
17 Apr-23 Apr,17-04-2021,23-04-2021,103,5,Siwan,29368,976,14870,13522,20025,9343
24 Apr-30 Apr,24-04-2021,30-04-2021,103,5,Siwan,25860,975,12922,11963,11317,14543
01 May-07 May,01-05-2021,07-05-2021,103,5,Siwan,26552,1415,14251,10886,8427,18125
08 May-14 May,08-05-2021,14-05-2021,103,5,Siwan,35921,14125,13278,8518,20870,15051
15 May-21 May,15-05-2021,21-05-2021,103,5,Siwan,26182,23497,2048,637,25735,447
22 May-28 May,22-05-2021,28-05-2021,103,5,Siwan,18931,15514,2546,871,18665,266
29 May-04 Jun,29-05-2021,04-06-2021,103,5,Siwan,21148,10718,7541,2889,19957,1191
05 Jun-11 Jun,05-06-2021,11-06-2021,103,5,Siwan,6514,4077,1739,698,6192,322
16 Jan-22 Jan,16-01-2021,22-01-2021,209,13,Solan,591,396,174,21,591,0
23 Jan-29 Jan,23-01-2021,29-01-2021,209,13,Solan,624,509,101,14,624,0
30 Jan-05 Feb,30-01-2021,05-02-2021,209,13,Solan,2492,1896,553,43,2492,0
06 Feb-12 Feb,06-02-2021,12-02-2021,209,13,Solan,2088,1401,673,14,2088,0
13 Feb-19 Feb,13-02-2021,19-02-2021,209,13,Solan,1183,748,415,20,680,503
20 Feb-26 Feb,20-02-2021,26-02-2021,209,13,Solan,1417,1024,373,20,787,630
27 Feb-05 Mar,27-02-2021,05-03-2021,209,13,Solan,2565,1570,557,438,803,1762
06 Mar-12 Mar,06-03-2021,12-03-2021,209,13,Solan,4739,1749,1077,1913,3063,1676
13 Mar-19 Mar,13-03-2021,19-03-2021,209,13,Solan,4381,1043,957,2381,3572,809
20 Mar-26 Mar,20-03-2021,26-03-2021,209,13,Solan,6547,1795,1454,3298,5875,672
27 Mar-02 Apr,27-03-2021,02-04-2021,209,13,Solan,5343,986,2390,1967,4918,425
03 Apr-09 Apr,03-04-2021,09-04-2021,209,13,Solan,19333,505,12610,6218,18513,820
10 Apr-16 Apr,10-04-2021,16-04-2021,209,13,Solan,29953,379,20296,9278,28780,1173
17 Apr-23 Apr,17-04-2021,23-04-2021,209,13,Solan,17554,696,11386,5472,15304,2250
24 Apr-30 Apr,24-04-2021,30-04-2021,209,13,Solan,23982,1863,14535,7584,19827,4155
01 May-07 May,01-05-2021,07-05-2021,209,13,Solan,16208,948,9911,5349,12266,3942
08 May-14 May,08-05-2021,14-05-2021,209,13,Solan,9561,692,5474,3395,5952,3609
15 May-21 May,15-05-2021,21-05-2021,209,13,Solan,13464,5930,5400,2134,12474,990
22 May-28 May,22-05-2021,28-05-2021,209,13,Solan,12836,7181,4051,1604,12800,36
29 May-04 Jun,29-05-2021,04-06-2021,209,13,Solan,13878,10125,2829,924,13848,30
05 Jun-11 Jun,05-06-2021,11-06-2021,209,13,Solan,3133,2265,656,212,3122,11
16 Jan-22 Jan,16-01-2021,22-01-2021,375,21,Solapur,3229,2493,648,88,3229,0
23 Jan-29 Jan,23-01-2021,29-01-2021,375,21,Solapur,5957,4158,1511,288,5957,0
30 Jan-05 Feb,30-01-2021,05-02-2021,375,21,Solapur,4955,3357,1317,281,4955,0
06 Feb-12 Feb,06-02-2021,12-02-2021,375,21,Solapur,10622,7186,3103,333,10622,0
13 Feb-19 Feb,13-02-2021,19-02-2021,375,21,Solapur,6313,4325,1811,177,5623,690
20 Feb-26 Feb,20-02-2021,26-02-2021,375,21,Solapur,7523,5228,1997,298,3814,3709
27 Feb-05 Mar,27-02-2021,05-03-2021,375,21,Solapur,5208,2251,1328,1629,3261,1947
06 Mar-12 Mar,06-03-2021,12-03-2021,375,21,Solapur,20429,5031,4973,10425,15707,4722
13 Mar-19 Mar,13-03-2021,19-03-2021,375,21,Solapur,39640,8543,9950,21147,31036,8604
20 Mar-26 Mar,20-03-2021,26-03-2021,375,21,Solapur,34060,7365,9195,17500,30190,3870
27 Mar-02 Apr,27-03-2021,02-04-2021,375,21,Solapur,26453,5371,9709,11373,24643,1810
03 Apr-09 Apr,03-04-2021,09-04-2021,375,21,Solapur,45117,2485,25159,17473,42290,2827
10 Apr-16 Apr,10-04-2021,16-04-2021,375,21,Solapur,37969,2750,20897,14322,33394,4575
17 Apr-23 Apr,17-04-2021,23-04-2021,375,21,Solapur,36904,3198,19212,14494,30822,6082
24 Apr-30 Apr,24-04-2021,30-04-2021,375,21,Solapur,30973,2842,15052,13077,21757,9216
01 May-07 May,01-05-2021,07-05-2021,375,21,Solapur,60149,11483,26296,22370,38233,21916
08 May-14 May,08-05-2021,14-05-2021,375,21,Solapur,68378,17275,26580,24523,41175,27203
15 May-21 May,15-05-2021,21-05-2021,375,21,Solapur,19209,2965,9948,6296,15365,3844
22 May-28 May,22-05-2021,28-05-2021,375,21,Solapur,50075,8907,23884,17284,48923,1152
29 May-04 Jun,29-05-2021,04-06-2021,375,21,Solapur,40260,7648,17169,15443,38708,1552
05 Jun-11 Jun,05-06-2021,11-06-2021,375,21,Solapur,10019,2120,4649,3250,9606,413
16 Jan-22 Jan,16-01-2021,22-01-2021,693,34,Sonbhadra,904,594,298,12,904,0
23 Jan-29 Jan,23-01-2021,29-01-2021,693,34,Sonbhadra,2548,1898,583,67,2548,0
30 Jan-05 Feb,30-01-2021,05-02-2021,693,34,Sonbhadra,2484,1767,647,70,2484,0
06 Feb-12 Feb,06-02-2021,12-02-2021,693,34,Sonbhadra,2116,1314,788,14,2116,0
13 Feb-19 Feb,13-02-2021,19-02-2021,693,34,Sonbhadra,2459,1628,804,27,1707,752
20 Feb-26 Feb,20-02-2021,26-02-2021,693,34,Sonbhadra,4100,2920,1119,61,1951,2149
27 Feb-05 Mar,27-02-2021,05-03-2021,693,34,Sonbhadra,1877,1033,534,310,474,1403
06 Mar-12 Mar,06-03-2021,12-03-2021,693,34,Sonbhadra,4542,622,1579,2341,3676,866
13 Mar-19 Mar,13-03-2021,19-03-2021,693,34,Sonbhadra,10994,1591,4881,4522,8911,2083
20 Mar-26 Mar,20-03-2021,26-03-2021,693,34,Sonbhadra,6856,1038,2982,2836,5436,1420
27 Mar-02 Apr,27-03-2021,02-04-2021,693,34,Sonbhadra,4222,243,2571,1408,3912,310
03 Apr-09 Apr,03-04-2021,09-04-2021,693,34,Sonbhadra,16488,533,10814,5141,14564,1924
10 Apr-16 Apr,10-04-2021,16-04-2021,693,34,Sonbhadra,20558,429,13088,7041,18544,2014
17 Apr-23 Apr,17-04-2021,23-04-2021,693,34,Sonbhadra,7206,290,4565,2351,5469,1737
24 Apr-30 Apr,24-04-2021,30-04-2021,693,34,Sonbhadra,4950,175,3528,1247,2907,2043
01 May-07 May,01-05-2021,07-05-2021,693,34,Sonbhadra,4960,313,3132,1515,1862,3098
08 May-14 May,08-05-2021,14-05-2021,693,34,Sonbhadra,6352,869,3914,1569,2998,3354
15 May-21 May,15-05-2021,21-05-2021,693,34,Sonbhadra,3034,737,1721,576,2385,649
22 May-28 May,22-05-2021,28-05-2021,693,34,Sonbhadra,2603,295,1679,629,1871,732
29 May-04 Jun,29-05-2021,04-06-2021,693,34,Sonbhadra,9914,4497,3699,1718,9246,668
05 Jun-11 Jun,05-06-2021,11-06-2021,693,34,Sonbhadra,2251,1641,441,169,2165,86
16 Jan-22 Jan,16-01-2021,22-01-2021,198,12,Sonipat,3621,2629,871,121,3621,0
23 Jan-29 Jan,23-01-2021,29-01-2021,198,12,Sonipat,1640,1100,485,55,1640,0
30 Jan-05 Feb,30-01-2021,05-02-2021,198,12,Sonipat,1004,643,331,30,1004,0
06 Feb-12 Feb,06-02-2021,12-02-2021,198,12,Sonipat,4735,3242,1411,82,4735,0
13 Feb-19 Feb,13-02-2021,19-02-2021,198,12,Sonipat,2431,1651,658,122,771,1660
20 Feb-26 Feb,20-02-2021,26-02-2021,198,12,Sonipat,2918,1999,853,66,1235,1683
27 Feb-05 Mar,27-02-2021,05-03-2021,198,12,Sonipat,2435,842,520,1073,1778,657
06 Mar-12 Mar,06-03-2021,12-03-2021,198,12,Sonipat,5565,1727,1104,2734,4040,1525
13 Mar-19 Mar,13-03-2021,19-03-2021,198,12,Sonipat,25947,2086,7286,16575,24563,1384
20 Mar-26 Mar,20-03-2021,26-03-2021,198,12,Sonipat,23455,1584,8222,13649,22719,736
27 Mar-02 Apr,27-03-2021,02-04-2021,198,12,Sonipat,27423,1785,11258,14380,26662,761
03 Apr-09 Apr,03-04-2021,09-04-2021,198,12,Sonipat,27742,811,14983,11948,26361,1381
10 Apr-16 Apr,10-04-2021,16-04-2021,198,12,Sonipat,36754,1514,20663,14577,32913,3841
17 Apr-23 Apr,17-04-2021,23-04-2021,198,12,Sonipat,25879,2143,13245,10491,18943,6936
24 Apr-30 Apr,24-04-2021,30-04-2021,198,12,Sonipat,19172,1835,9063,8274,10795,8377
01 May-07 May,01-05-2021,07-05-2021,198,12,Sonipat,31794,18080,7516,6198,23287,8507
08 May-14 May,08-05-2021,14-05-2021,198,12,Sonipat,27392,8629,10416,8347,15034,12358
15 May-21 May,15-05-2021,21-05-2021,198,12,Sonipat,19827,13001,4457,2369,17227,2600
22 May-28 May,22-05-2021,28-05-2021,198,12,Sonipat,21614,9934,7145,4535,17988,3626
29 May-04 Jun,29-05-2021,04-06-2021,198,12,Sonipat,20159,13306,4662,2191,16754,3405
05 Jun-11 Jun,05-06-2021,11-06-2021,198,12,Sonipat,2644,1590,740,314,2363,281
16 Jan-22 Jan,16-01-2021,22-01-2021,64,4,Sonitpur,358,251,91,16,358,0
23 Jan-29 Jan,23-01-2021,29-01-2021,64,4,Sonitpur,917,576,314,27,917,0
30 Jan-05 Feb,30-01-2021,05-02-2021,64,4,Sonitpur,1905,1114,723,68,1905,0
06 Feb-12 Feb,06-02-2021,12-02-2021,64,4,Sonitpur,2161,1315,809,37,2161,0
13 Feb-19 Feb,13-02-2021,19-02-2021,64,4,Sonitpur,1836,1196,589,51,1560,276
20 Feb-26 Feb,20-02-2021,26-02-2021,64,4,Sonitpur,3230,2408,757,65,2793,437
27 Feb-05 Mar,27-02-2021,05-03-2021,64,4,Sonitpur,4481,2018,1702,761,3505,976
06 Mar-12 Mar,06-03-2021,12-03-2021,64,4,Sonitpur,7322,2813,3007,1502,5758,1564
13 Mar-19 Mar,13-03-2021,19-03-2021,64,4,Sonitpur,4710,1771,1388,1551,3509,1201
20 Mar-26 Mar,20-03-2021,26-03-2021,64,4,Sonitpur,11651,2731,2528,6392,9216,2435
27 Mar-02 Apr,27-03-2021,02-04-2021,64,4,Sonitpur,5618,695,2455,2468,4270,1348
03 Apr-09 Apr,03-04-2021,09-04-2021,64,4,Sonitpur,13294,1368,7781,4145,9654,3640
10 Apr-16 Apr,10-04-2021,16-04-2021,64,4,Sonitpur,4552,675,2352,1525,2409,2143
17 Apr-23 Apr,17-04-2021,23-04-2021,64,4,Sonitpur,21404,2275,11694,7435,15063,6341
24 Apr-30 Apr,24-04-2021,30-04-2021,64,4,Sonitpur,29120,1555,18011,9554,24398,4722
01 May-07 May,01-05-2021,07-05-2021,64,4,Sonitpur,19024,3029,10783,5212,13182,5842
08 May-14 May,08-05-2021,14-05-2021,64,4,Sonitpur,13649,7665,3995,1989,11079,2570
15 May-21 May,15-05-2021,21-05-2021,64,4,Sonitpur,17282,6785,7422,3075,10649,6633
22 May-28 May,22-05-2021,28-05-2021,64,4,Sonitpur,17652,4070,9551,4031,6617,11035
29 May-04 Jun,29-05-2021,04-06-2021,64,4,Sonitpur,8158,3978,3245,935,7593,565
05 Jun-11 Jun,05-06-2021,11-06-2021,64,4,Sonitpur,5530,4994,429,107,5530,0
